A
Abe 阿部。安部。安倍。阿倍。  
Shibatate 柴立。  
Shibaya 柴谷。  
Shibayama 柴山。芝山。  
Shibazaki 柴崎。芝崎。  
Shibue 涩江。  
Shibui 涩井。  
Shibukawa 涩川。  
Shibuki 涩木。  
Shibusawa 涩泽。  
Shibuta 涩田。  
Shibutani 涩谷。  
Shibuya 涩谷。  
Shichi 志知。  
Shichijo 七条。  
Shichino 七野。  
Shichiri 七里。  
Shida 志田。指田。信田。信太。  
Shidara 设乐。  
Shidehara 币原。  
Shiga 志贺。滋贺。  
Shigeeda 重枝。  
Shigegaki 茂原。  
Shigehara 重原。  
Shigehisa 重久。  
Shigeki 茂木。  
Shigemasa 重政。  
Shigematsu 重松。  
Shigemitsu 重光。  
Shigemori 重森。重盛。  
Shigemoto 重本。  
Shigemune 重宗。  
Shigemura 重村。  
Shigeno 重野。茂野。滋野。  
Shigenobu 重信。  
Shigenoi 滋野井。  
Shigeoka 重冈。  
Shigeta 重田。繁田。茂田。  
Shigetomi 重富。  
Shigeyama 茂山。重山。  
Shigezato 重里。  
Shigihara 鸭原。  
Shigyo 执行。  
Shihi 志斐。  
Shiiba 椎叶。  
Shiihara 椎原。  
Shiihashi 椎桥。  
Shiiki 椎木。  
Shiikuma 椎熊。  
Shiimoto 椎本。  
Shiina 椎名。  
Shiino 椎野。稚野。  
Shiinoki 椎木。  
Shiio 椎尾。  
Shiitani 椎谷。  
Shijo 四条。  
Shikada 鹿田。  
Shikahama 鹿滨。  
Shikajima 鹿岛。  
Shikakura 鹿仓。  
Shikama 志镰。鹿间。  
Shikanai 鹿内。  
Shikano 鹿野。  
Shikata 四方。额田。志方。  
Shikatani 鹿谷。  
Shikatsube 鹿都部。  
Shikayama 鹿山。  
Shiki 志岐。  
Shikida 敷田。  
Shikina 识名。  
Shima 岛。志摩。  
Shimabara 岛原。  
Shimabuku 岛袋。  
Shimabukuro 岛袋。  
Shimada 岛田。  
Shimadani 岛谷。  
Shimado 岛户。  
Shimagami 岛上。  
Shimaguchi 岛口。  
Shimai 岛井。  
Shimaji 岛地。  
Shimakata 岛方。  
Shimakawa 岛川。  
Shimaki 岛木。  
Shimakura 岛仓。  
Shimamoto 岛本。  
Shimamura 岛村。 
Shimanaka 岛中。  
Shimane 岛根。  
Shimano 岛野。  
Shimanuki 岛贯。  
Shimao 岛尾。  
Shimaoka 岛冈。  
Shimasawa 岛泽。  
Shimatani 岛谷。  
Shimauchi 岛内。  
Shimaya 岛谷。  
Shimazaki 岛崎。  
Shimazu 岛津。  
Shimiya 四宫。  
Shimizu 清水。志水。  
Shimo 志茂。下。  
Shimobayashi 下林。  
Shimochi 下地。  
Shimoda 下田。  
Shimodaira 下平。  
Shimode 下出。  
Shimoe 下江。  
Shimofusa 下总。  
Shimohara 下原。  
Shimohira 下平。  
Shimoi 下井。  
Shimoiizaka 下饭阪。  
Shimojima 下岛。霜岛。  
Shimojo 下条。下城。  
Shimokawa 下川。  
Shimokoshi 霜越。  
Shimomichi 下道。  
Shimomoto 下元。  
Shimomura 下村。霜村。  
Shimonaka 下中。  
Shimonishi 下西。  
Shimono 下野。下浓。  
Shimooka 下冈。  
Shimosaka 下阪。  
Shimosaki 下崎。  
Shimose 下濑。  
Shimosone 下曾根。  
Shimota 霜田。  
Shimotani 下谷。  
Shimotori 霜鸟。下鸟。  
Shimotsu 下津。  
Shimotsuma 下妻。  
Shimoura 下浦。  
Shimoyama 下山。霜山。  
Shimoyamada 下山田。  
Shimozato 下里。  
Shimozawa 下泽。子母泽。  
Shimozono 下园。  
Shimura 志村。  
Shin 秦。新。进。心。  
Shinabu 信夫。信部。  
Shinada 品田。  
Shinagawa 品川。  
Shinano 信浓。  
Shinba 榛叶。  
Shinbara 神原。新原。  
Shinbo 神保。新保。真保。  
Shinbori 新堀。  
Shinchi 新地。  
Shinda 信田。  
Shinden 新田。  
Shindo 进藤。新藤。新堂。真铜。  
Shingai 新贝。真贝。  
Shingaki 新垣。  
Shingu 新宫。  
Shinji 进士。  
Shinjo 新庄。新城。  
Shinkai 新开。新海。  
Shinkawa 新川。信川。  
Shinki 新木。信贵。  
Shinko 新子。  
Shinkura 新仓。  
Shinma 新间。  
Shinmei 新名。神明。新明。  
Shinmi 新美。新见。  
Shinmichi 新道。  
Shinmiya 新宫。  
Shinmon 新门。  
Shinmura 新村。  
Shinmyo 新名。  
Shinno 新野。新纳。  
Shino 篠。志野。  
Shinobu 信夫。  
Shinoda 篠田。信太。忍田。信田。  
Shinohara 篠原。  
Shinoki 篠木。  
Shinomiya 四宫。篠宫。  
Shinomoto 篠本。  
Shinonoi 篠井。  
Shinoshima 篠岛。  
Shinoyama 篠山。  
Shinozaki 篠崎。  
Shinozawa 篠泽。  
Shinozuka 篠冢。  
Shinpuku 新福。  
Shinshiro 新城。  
Shintaku 新宅。  
Shintani 新谷。  
Shinya 新谷。新家。新屋。  
Shinyama 新山。  
Shinzaki 新崎。  
Shinzawa 神泽。新泽。  
Shinzeki 新关。  
Shiobara 盐原。  
Shioda 盐田。  
Shiode 盐出。  
Shiogi 盐木。  
Shiohama 盐滨。  
Shioiri 盐入。  
Shiojima 盐岛。  
Shiojiri 盐尻。  
Shiokawa 盐川。  
Shiomi 盐见。汐见。  
Shiono 盐野。  
Shionoya 盐谷。盐野谷。  
Shiosaka 盐阪。  
Shiosaki 盐崎。  
Shiotani 盐谷。  
Shiotsuka 盐冢。  
Shiotsuki 盐月。  
Shiowaki 盐胁。  
Shioya 盐谷。盐屋。  
Shioyama 盐山。  
Shiozaki 盐崎。  
Shiozawa 盐泽。  
Shiozu 盐津。  
Shirafuji 白藤。  
Shiraga 白神。  
Shiragi 白木。  
Shirahama 白滨。  
Shirahara 白原。  
Shirahata 白畑。白幡。  
Shirai 白井。白猪。  
Shiraishi 白石。  
Shirakami 白神。  
Shirakawa 白川。白河。  
Shiraki 白木。  
Shirako 白子。  
Shirakura 白仓。  
Shiramine 白峰。  
Shiramizu 白水。  
Shirane 白根。  
Shirani 白仁。  
Shirao 白尾。  
Shirasaka 白阪。  
Shirasaki 白崎。  
Shirasawa 白泽。  
Shirase 白濑。  
Shirasu 白须。白洲。  
Shirataki 白泷。  
Shirato 白土。白户。白藤。  
Shiratori 白鸟。  
Shiratsuchi 白土。  
Shirayanagi 白柳。  
Shiro 城。馆。  
Shiroe 白江。  
Shirogane 白银。  
Shiroi 城井。  
Shiroiwa 白岩。  
Shirojima 城岛。  
Shirokami 白神。  
Shirokawa 城川。  
Shiroki 白木。  
Shirokura 城仓。  
Shiroma 城间。  
Shiromizu 白水。  
Shiromoto 城本。  
Shirono 城野。  
Shiroo 白尾。  
Shirosaka 白阪。  
Shiroshita 城下。  
Shirosu 白须。  
Shirosuna 白砂。  
Shirota 城田。白田。代田。  
Shirotani 白谷。城谷。  
Shiroto 城所。城户。  
Shirotori 白鸟。  
Shirouchi 城内。  
Shiroyama 白山。城山。  
Shiroyanagi 白柳。  
Shirozu 白水。  
Shishi 狮子。 
Shitahara 下原。  
Shitahodo 下程。  
Shitai 下井。  
Shitaji 下地。  
Shitakawa 下川。  
Shitamura 下村。  
Shitanaka 下中。  
Shitano 下野。  
Shitara 设乐。  
Shitashima 下岛。  
Shitaura 下浦。  
Shitaya 下谷。  
Shitayama 下山。  
Shitazaka 下阪。  
Shitazawa 下泽。  
Shito 志藤。紫藤。  
Shizawa 志泽。  
Shizeki 始关。  
Shizu 志津。  
Shizuka 静。  
Shizuki 志筑。  
Shizuma 静间。  
Shizume 镇目。  
Sho 庄。向。尚。  
Shobara 庄原。  
Shobu 菖浦。  
Shoda 小田。正田。胜田。庄田。庄田。  
Shoji 庄司。庄子。东海林。庄司。正司。小路。庄路。庄子。正子。正示。正路。  
Shojima 生岛。  
Shoni 少贰。  
Shono 庄野。胜野。正野。  
Shoriki 正力。  
Shorin 松林。  
Shota 胜田。  
Shoyama 正山。  
Shudo 首藤。周藤。  
Shukutani 宿谷。  
So 曾。宗。庄。  
Sobajima 傍岛。  
Soda 曾田。相田。早田。宗田。  
Sodei 袖井。  
Sodeyama 袖山。  
Soeda 添田。副田。  
Soejima 副岛。  
Soeno 添野。  
Sofue 祖父江。  
Soga 曾我。十河。苏我。  
Sogabe 曾我部。  
Sogawa 十河。寒川。曾川。  
Sogi 曾木。  
Sogo 十河。  
Sokawa 宗川。  
Soma 相马。  
Somata 杣田。  
Somei 染井。  
Somekawa 染川。  
Somemiya 染宫。  
Someno 染野。  
Someta 染田。  
Sometani 染谷。  
Someya 染谷。  
Somezaki 染崎。  
Somiya 曾宫。  
Sone 曾根。  
Soneda 曾根田。  
Sonehara 曾根原。  
Sono 园。  
Sonobe 园部。  
Sonoda 园田。  
Sonota 园田。  
Sonoyama 园山。  
Sootome 早乙女。五月女。  
Sorimachi 反町。  
Soshi 曾雌。  
Sotani 曾谷。  
Sotokawa 外川。  
Sotomura 外村。  
Sotoyama 外山。  
Sowa 曾和。  
Soyama 曾山。  
Suda 须田。隅田。  
Sudo 须藤。首藤。周藤。数藤。角藤。周东。  
Sue 陶。  
Sueda 末田。  
Suehiro 末广。  
Suehisa 末久。  
Suekawa 末川。  
Sueki 末木。  
Suemasu 末舛。  
Suematsu 末松。  
Suemitsu 末光。  
Suemura 末村。  
Suenaga 末永。  
Suenobu 末延。  
Sueoka 末冈。  
Sueta 末田。  
Suetake 末武。  
Suetsugu 末次。  
Sueyoshi 末吉。  
Suezawa 末泽。  
Sufu 周布。  
Suga 须贺。菅。  
Sugae 菅江。  
Sugahara 菅原。  
Sugai 菅井。须贝。菅生。  
Sugama 菅间。  
Sugamata 菅又。  
Sugamoto 菅本。  
Suganami 菅波。  
Sugane 菅根。  
Sugano 菅野。  
Suganuma 菅沼。  
Sugasawa 菅泽。  
Sugata 菅田。  
Sugatani 菅谷。  
Sugau 菅生。  
Sugawa 须川。  
Sugawara 菅原。  
Sugaya 菅谷。  
Suge 菅。  
Sugei 菅井。  
Sugeno 菅野。  
Sugenuma 菅沼。  
Sugeta 菅田。  
Sugi 杉。  
Sugibayashi 杉林。  
Sugibuchi 杉渊。  
Sugie 杉江。  
Sugihara 杉原。  
Sugii 杉井。  
Sugiki 杉木。  
Sugimori 杉森。  
Sugimoto 杉本。  
Sugimura 杉村。  
Suginaka 杉中。  
Sugino 杉野。  
Sugio 杉尾。  
Sugioka 杉冈。  
Sugisaka 杉阪。  
Sugisawa 杉泽。  
Sugishima 杉岛。  
Sugishita 杉下。  
Sugita 杉田。  
Sugitani 杉谷。  
Sugiuchi 杉内。  
Sugiura 杉浦。  
Sugiya 杉谷。  
Sugiyama 杉山。  
Sugizaki 杉崎。  
Sugo 须合。周乡。  
Suguri 村主。  
Suguro 须黑。胜吕。  
Suguru 胜。  
Sugyu 杉生。  
Suhara 须原。春原。栖原。  
Suita 水田。吹田。  
Suizu 水津。  
Suka 须加。  
Sukama 须釜。  
Sukekawa 助川。  
Suketa 助田。  
Sukie 锄柄。  
Suma 须磨。  
Sumi 角。鹫见。住。炭。  
Sumida 住田。  
Sumido 墨土。  
Sumigai 角谷。  
Sumii 角井。  
Sumikawa 澄川。角川。住川。  
Sumikura 角仓。  
Sumimoto 住本。角本。  
Suminami 角南。  
Sumino 角野。住野。隅野。  
Suminokura 角仓。  
Sumita 角田。住田。隅田。澄田。  
Sumitani 角谷。住谷。隅谷。炭谷。  
Sumitomo 住友。  
Sumiya 角谷。住谷。角屋。  
Sumiyama 角山。  
Sumiyoshi 住吉。  
Sunada 砂田。  
Sunaga 须永。须长。  
Sunagawa 砂川。  
Sunahara 砂原。  
Sunami 角南。  
Sunamura 砂村。  
Sunao 直。  
Sunaoka 砂冈。  
Sunaoshi 砂押。  
Sunatsuka 砂冢。  
Sunayama 砂山。  
Sunohara 春原。  
Sunouchi 巢内。  
Suruga 骏河。  
Susa 须佐。诹佐。  
Susaki 须崎。  
Susami 须佐美。  
Susukida 薄田。  
Suwa 诹访。  
Suwabe 诹访部。  
Suwau 周防。  
Suyama 须山。陶山。  
Suzaki 洲崎。须崎。  
Suzawa 须泽。  
Suzu 铃。  
Suzue 铃江。  
Suzui 铃井。  
Suzuka 铃鹿。  
Suzukawa 铃川。  
Suzuki 铃木。铃树。铎木。铃记。铃纪。铃杵。铃置。铃城。锡木。须须木。寿寿木。周周木。寿洲贵。寿松木。进来。 
Suzukiri 铃切。  
Suzumura 铃村。  
Suzuta 铃田。 
T 

Ta 田。  
Taba 田场。  
Tabata 田畑。  
Tabayashi 田林。  
Tabe 田部。  
Tabei 田部井。  
Tabohashi 田保桥。  
Tabuchi 田渊。  
Tachi 馆。立。  
Tachibana 橘。立花。  
Tachibanaya 橘屋。  
Tachihara 立原。  
Tachikawa 立川。太刀川。大刀川。  
Tachiki 立木。  
Tachimi 立见。  
Tachioka 立冈。  
Tachisawa 立泽。  
Tachiyama 立山。太刀山。  
Tada 多田。  
Tadaki 只木。但木。  
Tadano 只野。但野。  
Tadenuma 蓼沼。  
Tadokoro 田所。  
Taenaka 妙中。  
Taga 多贺。田贺。  
Tagami 田上。  
Tagashira 田头。  
Tagatani 多贺谷。  
Tagawa 田川。多川。田河。  
Tagaya 多贺谷。  
Tago 田子。多贺。  
Taguchi 田口。  
Taguma 田熊。  
Tahara 田原。  
Tahira 田平。  
Tai 田井。  
Taido 大道。  
Taiga 大贺。  
Taiho 大鹏。  
Tainaka 田井中。  
Taira 平。平量。大乐。  
Tairabayashi 平林。  
Taiso 大苏。  
Taiyo 大阳。  
Taji 田路。  
Tajihi 多治比。  
Tajika 田近。田鹿。  
Tajima 田岛。但马。  
Tajimi 多治见。  
Tajiri 田尻。  
Tajitsu 田实。  
Taka 高。  
Takaba 高场。  
Takabayashi 高林。  
Takabe 高部。  
Takachio 高知尾。  
Takada 高田。贵田。  
Takadaira 高平。  
Takadaya 高田屋。  
Takadera 高寺。  
Takafuji 高藤。  
Takagaki 高垣。  
Takagawa 高川。  
Takagi 高木。高城。  
Takagishi 高岸。  
Takagiwa 高际。  
Takahagi 高荻。  
Takahama 高滨。  
Takahane 高羽。  
Takahara 高原。  
Takahashi 高桥。  
Takahata 高畑。  
Takahira 高平。高比良。  
Takahisa 高久。  
Takahori 高堀。  
Takai 高井。  
Takaichi 高市。  
Takaishi 高石。  
Takaiwa 高岩。  
Takakado 高门。  
Takaku 高久。  
Takakura 高仓。  
Takakusaki 高草木。  
Takakusu 高楠。  
Takakuwa 高桑。  
Takama 高间。  
Takamaru 高丸。  
Takamatsu 高松。  
Takami 高见。鹰见。  
Takamine 高峰。高岭。  
Takamiya 高宫。  
Takamizawa 高见泽。  
Takamizu 高水。  
Takamori 高森。鹰森。  
Takamoto 高本。  
Takamuku 高向。  
Takamura 高村。  
Takamure 高群。  
Takanaka 高仲。  
Takanami 高波。  
Takanashi 高梨。小鸟游。  
Takane 高根。  
Takanezawa 高根泽。  
Takanishi 高西。  
Takano 高野。鹰野。  
Takanoe 高野江。  
Takanuma 高沼。  
Takao 高尾。高雄。  
Takaoka 高冈。  
Takara 高良。宝。  
Takarabe 财部。  
Takarada 宝田。  
Takaragi 宝树。  
Takarai 宝井。  
Takarazu 财津。  
Takasago 高砂。  
Takasaka 高阪。  
Takasaki 高崎。高碕。  
Takasawa 高泽。  
Takase 高濑。  
Takashi 高士。高师。高志。  
Takashima 高岛。  
Takashina 高阶。高品。  
Takashio 高盐。  
Takashiro 高城。  
Takashita 高下。  
Takasu 高须。鹰巢。  
Takasuga 高须贺。  
Takasugi 高杉。  
Takata 高田。  
Takatama 高玉。  
Takatani 高谷。  
Takato 高藤。高头。高远。  
Takatori 高取。高鸟。鹰取。  
Takatsu 高津。  
Takatsuka 高冢。  
Takatsukasa 鹰司。  
Takatsuki 高月。  
Takauchi 高内。  
Takaura 高浦。  
Takaya 高谷。高屋。  
Takayama 高山。  
Takayanagi 高柳。  
Takayasu 高安。  
Takayose 高寄。  
Takazawa 高泽。  
Take 武。岳。  
Takebayashi 竹林。武林。  
Takebe 武部。建部。竹部。  
Takechi 武市。武智。武知。高市。  
Takeda 武田。竹田。  
Takee 武江。  
Takefuji 武藤。  
Takegaki 竹垣。  
Takegami 竹上。  
Takegoshi 竹越。  
Takeguchi 竹口。  
Takehana 竹花。竹鼻。  
Takehara 竹原。武原。  
Takehira 竹平。  
Takehisa 竹久。  
Takei 武井。竹井。武居。  
Takeichi 武市。竹市。  
Takeiri 竹入。  
Takeishi 武石。竹石。  
Takekawa 竹川。武川。  
Takekoshi 竹腰。竹越。  
Takemae 竹前。  
Takemasa 武政。竹政。  
Takemata 竹俣。  
Takematsu 武松。  
Takemi 竹见。  
Takemitsu 竹满。  
Takemori 竹森。  
Takemoto 竹本。武本。竹元。  
Takemura 竹村。武村。  
Takenaga 竹永。  
Takenaka 竹中。武中。  
Takeno 竹野。武野。  
Takenobu 武信。  
Takenoshita 竹之下。  
Takenouchi 竹之内。竹内。武内。  
Takenoya 竹之谷。  
Takeo 竹尾。  
Takeoka 竹冈。武冈。  
Takesaki 竹崎。  
Takeshi 武士。  
Takeshiba 竹柴。  
Takeshima 竹岛。武岛。  
Takeshita 竹下。武下。  
Taketani 竹谷。武谷。  
Taketomi 武富。  
Taketomo 竹友。  
Takeuchi 竹内。武内。  
Takeue 竹上。  
Takeya 竹谷。武谷。  
Takeyama 竹山。武山。  
Takezaki 竹崎。  
Takezawa 竹泽。武泽。  
Takezoe 竹添。  
Taki 泷。多喜。  
Takigami 泷上。  
Takigawa 泷川。  
Takiguchi 泷口。  
Takihara 泷原。  
Takii 泷井。  
Takimoto 泷本。  
Takimura 泷村。  
Takinami 泷浪。  
Takino 泷野。  
Takise 泷濑。  
Takishima 泷岛。  
Takishita 泷下。  
Takita 田北。泷田。  
Takitani 泷谷。  
Takito 泷藤。  
Takiuchi 泷内。  
Takiue 泷上。  
Takiwaki 泷胁。  
Takiya 泷谷。  
Takiyama 泷山。  
Takizawa 泷泽。  
Tako 多胡。蛸。  
Takubo 田洼。田久保。  
Takuma 宅间。诧间。宅磨。  
Takura 田仓。  
Takusagawa 田草川。  
Takusari 田锁。  
Tamada 玉田。  
Tamagawa 玉川。  
Tamagusuku 玉城。  
Tamai 玉井。  
Tamaide 玉出。  
Tamakaji 玉楮。  
Tamaki 玉置。玉木。玉城。田卷。田牧。环。  
Tamakoshi 玉越。  
Tamamatsu 玉松。  
Tamamoto 玉本。  
Tamamura 玉村。  
Tamamushi 玉虫。  
Tamanari 玉成。  
Tamanishiki 玉锦。  
Tamano 玉野。玉乃。  
Tamaoka 玉冈。  
Tamaoki 玉置。  
Tamari 玉利。  
Tamaru 田丸。  
Tamashiro 玉城。  
Tamatani 玉谷。  
Tamate 玉手。  
Tamatoshi 玉利。  
Tamatsukuri 玉造。  
Tamaya 玉谷。  
Tamayama 玉山。  
Tamazawa 玉泽。  
Tamegai 田部井。为我井。  
Tamenaga 为永。  
Tamiya 田宫。  
Tamon 多门。  
Tamono 田母野。  
Tamori 田守。  
Tamura 田村。  
Tan 丹。炭。  
Tanaami 田名网。棚网。 
Tanabe 田边。田部。田锅。棚边。  
Tanada 棚田。  
Tanahara 棚原。  
Tanahashi 棚桥。  
Tanaka 田中。田仲。  
Tanakadate 田中馆。  
Tanaki 棚木。  
Tanami 田波。  
Tanazawa 棚泽。栅泽。  
Tanba 丹波。  
Tanda 丹田。谷田。  
Taneda 种田。  
Tanegashima 种子岛。  
Taneichi 种市。  
Tanemura 种村。  
Tange 丹下。  
Tango 丹后。  
Tani 谷。  
Taniai 谷合。  
Tanibe 谷部。  
Tanida 谷田。  
Tanifuji 谷藤。  
Tanigaki 谷垣。  
Tanigami 谷上。  
Tanigawa 谷川。  
Taniguchi 谷口。  
Tanihara 谷原。  
Tanihata 谷端。  
Tanii 谷井。  
Taniike 谷池。  
Taniji 谷治。  
Tanikawa 谷川。  
Tanikaze 谷风。  
Tanimoto 谷本。  
Tanimura 谷村。  
Taninaka 谷中。  
Tanino 谷野。  
Tanio 谷尾。  
Tanioka 谷冈。  
Tanioku 谷奥。  
Tanishima 谷岛。  
Tanito 谷籐。  
Taniuchi 谷内。  
Taniue 谷上。  
Taniura 谷浦。  
Taniwaki 谷胁。  
Taniyama 谷山。  
Tanizaki 谷崎。  
Tanizawa 谷泽。  
Tanizu 谷津。  
Tanji 丹治。  
Tanjo 丹生。  
Tannawa 淡轮。  
Tanno 丹野。  
Tano 田野。  
Tanokura 田野仓。  
Tanomogi 赖母木。  
Tanomura 田能村。  
Tanouchi 田内。  
Tansei 丹生。  
Tansui 湛水。  
Tanuma 田沼。  
Tanzawa 丹泽。  
Tao 田尾。  
Taoka 田冈。  
Taru 樽。  
Tarui 樽井。垂井。  
Tarumi 垂水。樽见。  
Tarumoto 樽本。  
Tarutani 樽谷。  
Tasaka 田阪。  
Tashiro 田代。  
Tatani 田谷。  
Tatara 多田罗。多多良。  
Tate 馆。楯。  
Tatebayashi 馆林。立林。  
Tatebe 建部。  
Tateiri 立入。  
Tateishi 立石。建石。  
Tatekawa 建川。  
Tatematsu 立松。  
Tateno 馆野。建野。立野。  
Tateoka 立冈。馆冈。  
Tateri 立入。  
Tateyama 立山。馆山。  
Tato 田户。  
Tatsukawa 达川。  
Tatsuke 田附。田付。  
Tatsukuchi 辰口。  
Tatsumatsu 辰松。  
Tatsumi 辰已。巽。立见。田积。  
Tatsumura 龙村。  
Tatsuno 立野。辰野。龙野。  
Tatsuoka 辰冈。  
Tatsusaki 龙崎。  
Tatsuta 龙田。立田。  
Tauchi 田内。  
Taue 田上。  
Taura 田浦。  
Tawa 田和。  
Tawara 田原。  
Taya 田谷。  
Tayama 田山。  
Tayasu 田安。  
Tazaki 田崎。  
Tazawa 田泽。  
Tazoe 田添。  
Tegawa 天川。手川。  
Tejima 手岛。  
Tenda 天田。  
Tenma 天满。  
Tenryu 天龙。  
Terabayashi 寺林。  
Terachi 寺地。  
Terada 寺田。  
Teraguchi 寺口。  
Terai 寺井。  
Terajima 寺岛。  
Terakado 寺门。  
Terakawa 寺川。  
Teraki 寺木。  
Terakura 寺仓。  
Teramae 寺前。  
Teramoto 寺本。寺元。  
Teramura 寺村。  
Teranaka 寺中。  
Teranishi 寺西。  
Terano 寺野。  
Terao 寺尾。  
Teraoka 寺冈。  
Terasaka 寺阪。  
Terasaki 寺崎。寺前。  
Terasawa 寺泽。  
Terashi 寺师。  
Terashima 寺岛。  
Terashita 寺下。  
Teratani 寺谷。  
Terauchi 寺内。  
Teraura 寺浦。  
Terawaki 寺胁。  
Teraya 寺谷。  
Terayama 寺山。  
Terazawa 寺泽。  
Terui 照井。  
Terunuma 照沼。  
Teruya 照屋。  
Teruyama 照山。辉山。  
Teshima 丰岛。  
Teshirogi 手代木。  
Tezuka 手冢。  
To 藤。稻。  
Toba 鸟羽。  
Tobari 户张。富张。登张。  
Tobe 户部。户边。  
Tobisawa 飞泽。  
Tobishima 飞岛。  
Tobita 飞田。  
Tochigi 栃木。  
Tochio 栃尾。  
Toda 户田。东田。远田。  
Todaka 户高。  
Todo 藤堂。  
Todokoro 富所。  
Todoroki 轰。等等力。  
Toeda 户校。  
Toga 门叶。 
Togami 户上。  
Togasaki 户崎    
Togashi 富樫。   
Togawa 户川。外川。十川。  
Toge 峠  
Togi 东仪。  
Togo 十河。东乡。  
Toguchi 户口。东口。  
Tohara 东原。  
Tohata 东畑。  
Toi 户井。远井。东井。  
Toida 户井田。樋田。  
Toikawa 樋川。  
Toike 外池。  
Toin 洞院。  
Toita 户板。  
Toizumi 户泉。  
Tojima 户岛。  
Tojo 东条。  
Tokai 东海。渡会。渡海。  
Tokairin 东海林。  
Tokano 户叶。  
Tokashiki 渡嘉敷。  
Tokawa 十河。东川。  
Toki 土岐。  
Tokieda 时枝。  
Tokioka 时冈。  
Tokisawa 时泽。  
Tokita 时田。鸨田。  
Tokito 时任。  
Tokiwa 常盘。  
Tokiwazu 常盘津。  
Tokiyama 时山。  
Tokiyoda 时世田。  
Toko 都甲。  
Tokoda 床田。  
Tokoi 床井。  
Tokonami 床次。  
Tokoro 所。  
Tokuchi 渡久地。  
Tokuda 德田。  
Tokudaiji 德大寺。  
Tokudome 德留。  
Tokue 德江。  
Tokugawa 德川。  
Tokuhara 德原。  
Tokuhisa 德久。  
Tokui 德井。  
Tokuma 德间。  
Tokumaru 德丸。  
Tokumasu 德增。  
Tokumitsu 德光。  
Tokumoto 德本。  
Tokumura 德村。  
Tokunaga 德永。  
Tokuno 德野。得能。  
Tokuoka 德冈。  
Tokura 户仓。都仓。  
Tokuri 户栗。  
Tokuriki 德力。  
Tokusawa 德泽。  
Tokushige 德重。  
Tokushima 德岛。  
Tokutake 德武。德竹。  
Tokutomi 德富。  
Tokuyama 德山。  
Tokuyasu 德安。  
Toma 当麻。户间。外间。藤间。当间。当摩。当真。  
Tomabechi 苫米地。  
Tomari 泊。  
Tomaru 外丸。都丸。  
Tomatsu 户松。  
Tomeoka 留冈。    
Tomigashi 富樫。  
Tomii 富井。  
Tomikawa 富川。  
Tomimatsu 富松。  
Tomimori 富森。  
Tomimoto 富本。  
Tomimura 富村。  
Tominaga 富永。  
Tomine 远峰。  
Tomioka 富冈。  
Tomisato 富里。  
Tomisawa 富泽。  
Tomishima 富岛。  
Tomita 富田。  
Tomitani 富谷。  
Tomiya 富谷。  
Tomiyama 富山。  
Tomiyasu 富安。  
Tomiyoshi 富吉。  
Tomizaki 富崎。  
Tomizu 户水。  
Tomizuka 富冢。  
Tomo 伴。  
Tomobe 友部。  
Tomoda 友田。  
Tomohayashi 伴林。  
Tomohisa 知久。  
Tomoi 友井。  
Tomomatsu 友松。  
Tomomitsu 友光。  
Tomonaga 友永。朝永。  
Tomonari 友成。  
Tomono 友野。伴野。  
Tomosawa 友泽。  
Tomoto 东本。  
Tomotsune 友常。  
Tomura 户村。外村。  
Tomuro 户室。  
Tonami 砺波。  
Tone 刀根。利根。刀祢。  
Tonegawa 利根川。  
Toneyama 利根山。  
Tono 藤野。东野。  
Tonomura 殿村。外村。  
Tonooka 殿冈。  
Tonsho 顿所。  
Tooka 外冈。  
Torasawa 虎泽。  
Tori 刀利。  
Torigai 鸟饲。  
Torigoe 鸟越。  
Torii 鸟居。鸟井。  
Torikai 鸟饲。  
Torikoshi 鸟越。  
Torio 鸟尾。  
Torisawa 鸟泽。  
Toritani 鸟谷。  
Toritsuka 鸟冢。  
Toriumi 鸟海。  
Toriya 鸟谷。  
Toriyama 鸟山。  
Tosa 土佐。  
Tosaka 登阪。户阪。  
Tosaki 户崎。藤崎。  
Toshikawa 利川。  
Toshikura 利仓。  
Toshima 丰岛。  
Toshimitsu 利光。  
Totake 远武。  
Totani 户谷。  
Totsu 户津。  
Totsuka 户冢。  
Touchi 登内。  
Toue 户上。  
Toya 户谷。远矢。  
Toyama 富山。外山。登山。东山。陶山。当山。头山。远山。  
Toyoda 丰田。  
Toyodome 丰留。  
Toyofuku 丰福。  
Toyohara 丰原。  
Toyoizumi 丰泉。  
Toyokawa 丰川。  
Toyomasu 丰增。  
Toyomi 丰美。  
Toyomura 丰村。  
Toyonaga 丰永。  
Toyooka 丰冈。  
 
 
Toyosaki 丰崎。  
Toyosato 丰里。  
Toyosawa 丰泽。  
Toyoshima 丰岛。  
Toyoshina 丰阶。  
Toyotake 丰竹。  
Toyotomi 丰臣。  
Toyoyama 丰山。  
Toyozawa 丰泽。  
Toyozumi 丰住。  
Tozaka 户阪。  
Tozaki 外崎。  
Tozawa 户泽。  
Tsubaki 桩。  
Tsubakii 桩井。  
Tsubakimoto 桩本。  
Tsubata 津幡。津端。  
Tsubogami 坪上。  
Tsuboi 坪井。壶井。  
Tsubokawa 坪川。  
Tsubokura 坪仓。  
Tsubono 坪野。  
Tsubota 坪田。  
Tsubotani 坪谷。  
Tsubouchi 坪内。  
